8.786132314444047438e-06,-0.000000000000000000e+00
-6.661998019652045855e+00,-0.000000000000000000e+00
-1.909847910073842803e+00,-0.000000000000000000e+00
-9.993642984756555547e-01,-0.000000000000000000e+00

8.779594529349574449e-06,2.137039945612231698e-07
-6.641354146642291845e+00,-3.831128606850409679e-01
-1.908834674762346140e+00,-4.384901529508566237e-02
-9.991541445471086025e-01,-1.422831047978962565e-02

8.760100453644181309e-06,4.265381347196530760e-07
-6.579827738444616436e+00,-7.625831935641789183e-01
-1.905812219367787552e+00,-8.760550005951341090e-02
-9.985269465368551423e-01,-2.844366401193626145e-02

8.727703849889168792e-06,6.376329540450680239e-07
-6.477637245349075812e+00,-1.134757760341932764e+00
-1.900786881758212532e+00,-1.311776983055186752e-01
-9.974833699501299833e-01,-4.263319296570691752e-02

8.682497219391755765e-06,8.461062487145576751e-07
-6.335165285161030724e+00,-1.495900283341751624e+00
-1.893769159567699978e+00,-1.744742389611126654e-01
-9.960245180890088257e-01,-5.678406211536074499e-02

8.624618053692220448e-06,1.051057637526841305e-06
-6.152996701059785245e+00,-1.842155599238259445e+00
-1.884773687981266432e+00,-2.174043231900235629e-01
-9.941519292600665691e-01,-7.088348484228175483e-02

8.554257510122034383e-06,1.251564636313765621e-06
-5.931971356508960902e+00,-2.169522953245555552e+00
-1.873819209978495381e+00,-2.598779106399056738e-01
-9.918675731420319996e-01,-8.491873950513421920e-02

8.471671333292427763e-06,1.446680837330487798e-06
-5.673250590526820680e+00,-2.473842005328328764e+00
-1.860928539053901432e+00,-3.018059038913932790e-01
-9.891738464635717598e-01,-9.887718590985022926e-02

8.377192731376110601e-06,1.635436830815551936e-06
-5.378395579995754794e+00,-2.750795398353934829e+00
-1.846128514185916725e+00,-3.431003305972948891e-01
-9.860735680974797024e-01,-1.127462817770093911e-01

8.271246761198552367e-06,1.816844538653706259e-06
-5.049454923068552148e+00,-2.995931932334885861e+00
-1.829449946836666507e+00,-3.836745230236216497e-01
-9.825699736315378630e-01,-1.265135990947625355e-01

8.154365576498195001e-06,1.989905630419689670e-06
-4.689057552966279019e+00,-3.204714389245536754e+00
-1.810927559903140249e+00,-4.234432948144774000e-01
-9.786667094394021493e-01,-1.401668402520454271e-01

